"rank","finalWorth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","status","gender","birthDate","lastName","firstName","title","date","state","residenceStateRegion","birthYear","birthMonth","birthDay","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country"
1217,2500,"Real Estate","Lin Chen-hai",76,"Taiwan","Taipei","Real estate","Real Estate","Taiwan",NA,TRUE,"D","M","3/1/1947 0:00","Lin","Chen-hai",NA,"4/4/2023 5:01",NA,NA,1947,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,4200,"Real Estate","Chen Hua",57,"China","Shenzhen","Real estate","Real Estate","China",NA,TRUE,"U","M","1/1/1966 0:00","Chen","Hua",NA,"4/4/2023 5:01",NA,NA,1966,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,"Food & Beverage","William MacMillan",68,"United States","Englewood","Cargill","Food & Beverage","United States",NA,FALSE,"D","M","5/25/1954 0:00","MacMillan","William",NA,"4/4/2023 5:01","Colorado","West",1954,5,25,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2133,1300,"Metals & Mining","Chen Xuehua",62,"China","Tongxiang","Minerals processing","Metals & Mining","China",NA,TRUE,"D","M","1/1/1961 0:00","Chen","Xuehua",NA,"4/4/2023 5:01",NA,NA,1961,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1368,2200,"Technology","Aneel Bhusri",57,"United States","San Francisco","Business software","Technology","United States","Workday",TRUE,"D","M","2/4/1966 0:00","Bhusri","Aneel","Investor","4/4/2023 5:01","California","West",1966,2,4,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,"Technology","Xiong Wu",47,"China","Shenzhen","Software","Technology","China",NA,TRUE,"E","M","1/1/1976 0:00","Xiong","Wu",NA,"4/4/2023 5:01",NA,NA,1976,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,"Healthcare","Girdhari Lal Bawri",75,"India","Mumbai","Pharmaceuticals","Healthcare","India",NA,TRUE,"D","M","8/3/1947 0:00","Bawri","Girdhari Lal",NA,"4/4/2023 5:01",NA,NA,1947,8,3,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,"Automotive","Euisun Chung",52,"South Korea","Seoul","Hyundai","Automotive","South Korea","Hyundai Motor Co. Ltd.",FALSE,"D","M","10/18/1970 0:00","Chung","Euisun",NA,"4/4/2023 5:01",NA,NA,1970,10,18,115.16,0.4,"$2,029,000,000,000",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2020,1400,"Technology","Jianyi Wang",60,"China","Hangzhou","Fiber optic cables","Technology","China",NA,TRUE,"U","M","1/12/1963 0:00","Wang","Jianyi",NA,"4/4/2023 5:01",NA,NA,1963,1,12,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
352,6800,"Technology","Gordon Moore",94,"United States","Woodside","Intel","Technology","United States","Intel Corp.",TRUE,"D","M","1/3/1929 0:00","Moore","Gordon","Cofounder and Chairman Emeritus","4/4/2023 5:01","California",NA,1929,1,3,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1725,1700,"Real Estate","Paul Saville",67,"United States","Palm Beach","Homebuilder","Real Estate","United States",NA,TRUE,"U","M","12/14/1955 0:00","Saville","Paul",NA,"4/4/2023 5:01","Florida","South",1955,12,14,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2133,1300,"Diversified","Igor Rotenberg",49,"Russia","Moscow","Investments, real estate","Diversified","Russia",NA,TRUE,"R","M","5/9/1973 0:00","Rotenberg","Igor",NA,"4/4/2023 5:01",NA,NA,1973,5,9,180.75,4.5,"$1,699,876,578,871",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2259,1200,"Real Estate","Thongma Vijitpongpun",65,"Thailand","Bangkok","Real estate","Real Estate","Thailand",NA,TRUE,"E","M","7/8/1957 0:00","Vijitpongpun","Thongma",NA,"4/4/2023 5:01",NA,NA,1957,7,8,113.27,0.7,"$543,649,976,166",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
1434,2100,"Manufacturing","Eugene Murtagh",80,"Ireland","Kingscourt","Building materials","Manufacturing","Ireland",NA,TRUE,"D","M","6/23/1942 0:00","Murtagh","Eugene",NA,"4/4/2023 5:01",NA,NA,1942,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,1000,"Manufacturing","He Yamin & family",66,"China","Chengdu","Manufacturing","Manufacturing","China",NA,TRUE,"D","M","2/23/1957 0:00","He","Yamin",NA,"4/4/2023 5:01",NA,NA,1957,2,23,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,"Telecom","Taha Mikati",78,"Lebanon","Beirut","Telecom","Telecom","Lebanon",NA,TRUE,"D","M","1/1/1945 0:00","Mikati","Taha",NA,"4/4/2023 5:01",NA,NA,1945,1,1,130.02,3,"$53,367,042,272",26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285
365,6700,"Real Estate","John A. Sobrato & family",83,"United States","Atherton","Real estate","Real Estate","United States","Sobrato Development Cos.",TRUE,"U","M","5/23/1939 0:00","Sobrato","John A.","Founder and Chairman","4/4/2023 5:01","California","West",1939,5,23,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
552,4900,"Finance & Investments","Bidzina Ivanishvili",67,"Georgia","Tbilisi","Investments","Finance & Investments","Georgia",NA,TRUE,"U","M","2/18/1956 0:00","Ivanishvili","Bidzina",NA,"4/4/2023 5:01",NA,NA,1956,2,18,133.61,4.9,"$17,743,195,770",63.9,98.6,73.6,21.7,9.9,3720382,42.315407,43.356892
1575,1900,"Real Estate","David Fong",65,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong",NA,FALSE,"N","M","5/29/1957 0:00","Fong","David",NA,"4/4/2023 5:01",NA,NA,1957,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,5200,"Fashion & Retail","Micky Jagtiani",71,"United Arab Emirates","Dubai","Retail","Fashion & Retail","India",NA,FALSE,"U","M","9/28/1951 0:00","Jagtiani","Micky",NA,"4/4/2023 5:01",NA,NA,1951,9,28,114.52,-1.9,"$421,142,267,938",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
325,7100,"Technology","Judy Faulkner",79,"United States","Madison","Healthcare software","Technology","United States","Epic Systems",TRUE,"U","F","8/1/1943 0:00","Faulkner","Judy","Founder and CEO","4/4/2023 5:01","Wisconsin","Midwest",1943,8,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
405,6300,"Energy","Gao Jifan & family",58,"China","Changzhou","Solar equipment","Energy","China",NA,TRUE,"D","M","1/1/1965 0:00","Gao","Jifan",NA,"4/4/2023 5:01",NA,NA,1965,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1434,2100,"Diversified","Harsh Goenka",65,"India","Mumbai","Diversified","Diversified","India",NA,FALSE,"E","M","12/10/1957 0:00","Goenka","Harsh",NA,"4/4/2023 5:01",NA,NA,1957,12,10,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,"Food & Beverage","Zhang Xuewu",48,"China","Changsha","Snacks","Food & Beverage","China",NA,TRUE,"R","M","8/19/1974 0:00","Zhang","Xuewu",NA,"4/4/2023 5:01",NA,NA,1974,8,19,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
748,3800,"Real Estate","Chandru Raheja",82,"India","Mumbai","Real estate","Real Estate","India",NA,FALSE,"U","M","10/1/1940 0:00","Raheja","Chandru",NA,"4/4/2023 5:01",NA,NA,1940,10,1,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1368,2200,"Real Estate","Jeffrey Soffer",55,"United States","Aventura","Real estate","Real Estate","United States",NA,FALSE,"N","M","12/13/1967 0:00","Soffer","Jeffrey",NA,"4/4/2023 5:01","Florida","South",1967,12,13,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
142,12200,"Healthcare","Jiang Rensheng & family",69,"China","Chongqing","Vaccines","Healthcare","China",NA,TRUE,"D","M","10/8/1953 0:00","Jiang","Rensheng",NA,"4/4/2023 5:01",NA,NA,1953,10,8,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
390,6500,"Finance & Investments","David Bonderman",80,"United States","Fort Worth","Private equity","Finance & Investments","United States",NA,TRUE,"U","M","11/27/1942 0:00","Bonderman","David",NA,"4/4/2023 5:01","Texas","South",1942,11,27,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
567,4800,"Healthcare","Pankaj Patel",70,"India","Ahmedabad","Pharmaceuticals","Healthcare","India",NA,FALSE,"U","M","3/19/1953 0:00","Patel","Pankaj",NA,"4/4/2023 5:01",NA,NA,1953,3,19,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,"Finance & Investments","Sven Hagströmer",79,"Sweden","Stockholm","Financial services","Finance & Investments","Sweden",NA,TRUE,"D","M","11/30/1943 0:00","Hagströmer","Sven",NA,"4/4/2023 5:01",NA,NA,1943,11,30,110.51,1.8,"$530,832,908,738",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
146,11800,"Diversified","Robert Kuok",99,"Hong Kong","Hong Kong","Palm oil, shipping, property","Diversified","Malaysia",NA,TRUE,"U","M","10/6/1923 0:00","Kuok","Robert",NA,"4/4/2023 5:01",NA,NA,1923,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,9700,"Finance & Investments","Michael Kim",59,"South Korea","Seoul","Private equity","Finance & Investments","United States","MBK Partners",TRUE,"U","M","10/1/1963 0:00","Kim","Michael",NA,"4/4/2023 5:01",NA,NA,1963,10,1,115.16,0.4,"$2,029,000,000,000",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
1575,1900,"Healthcare","Dong Fan",53,"China","Zhuhai","Medical devices","Healthcare","China",NA,TRUE,"D","M",NA,"Dong","Fan",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
466,5500,"Finance & Investments","Ludwig Merckle",58,"Germany","Ulm","Pharmaceuticals","Finance & Investments","Germany",NA,FALSE,"D","M","1/1/1965 0:00","Merckle","Ludwig",NA,"4/4/2023 5:01",NA,NA,1965,1,1,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1516,2000,"Technology","Liang Rubo",40,"China","Beijing","TikTok","Technology","China",NA,TRUE,"D","M","1/1/1983 0:00","Liang","Rubo",NA,"4/4/2023 5:01",NA,NA,1983,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1516,2000,"Metals & Mining","Ginia Rinehart",36,"Australia","Sydney","Mining","Metals & Mining","Australia",NA,FALSE,"D","F","9/6/1986 0:00","Rinehart","Ginia",NA,"4/4/2023 5:01",NA,NA,1986,9,6,119.8,1.6,"$1,392,680,589,329",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1575,1900,"Finance & Investments","Richard Kayne",77,"United States","Santa Monica","Investments","Finance & Investments","United States",NA,TRUE,"U","M","1/1/1946 0:00","Kayne","Richard",NA,"4/4/2023 5:01","California","West",1946,1,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
20,57600,"Fashion & Retail","Rob Walton & family",78,"United States","Bentonville","Walmart","Fashion & Retail","United States","Walmart",FALSE,"D","M","10/27/1944 0:00","Walton","Rob","Director","4/4/2023 5:01","Arkansas","South",1944,10,27,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1725,1700,"Service","Kenneth Tuchman",63,"United States","Denver","Call centers","Service","United States",NA,TRUE,"D","M","10/23/1959 0:00","Tuchman","Kenneth",NA,"4/4/2023 5:01","Colorado","West",1959,10,23,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,"Healthcare","Kang An",74,"China","Xinxiang","Pharmaceuticals","Healthcare","China",NA,TRUE,"D","M","1/1/1949 0:00","An","Kang",NA,"4/4/2023 5:01",NA,NA,1949,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
905,3200,"Logistics","Lindsay Fox",85,"Australia","Melbourne","Logistics, real estate","Logistics","Australia",NA,TRUE,"U","M","4/19/1937 0:00","Fox","Lindsay",NA,"4/4/2023 5:01",NA,NA,1937,4,19,119.8,1.6,"$1,392,680,589,329",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
552,4900,"Finance & Investments","Jonathan Gray",53,"United States","New York","Investments","Finance & Investments","United States",NA,TRUE,"D","M","2/4/1970 0:00","Gray","Jonathan",NA,"4/4/2023 5:01","New York","Northeast",1970,2,4,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1804,1600,"Fashion & Retail","Christian Birkenstock",50,"Austria","Kitzbuhel","Shoes","Fashion & Retail","Germany",NA,FALSE,"D","M","9/21/1972 0:00","Birkenstock","Christian",NA,"4/4/2023 5:01",NA,NA,1972,9,21,118.06,1.5,"$446,314,739,528",85.1,103.1,81.6,25.4,51.4,8877067,47.516231,14.550072
611,4500,"Technology","Jiang Bin",56,"China","Weifang","Acoustic components","Technology","China",NA,TRUE,"D","M","9/16/1966 0:00","Jiang","Bin",NA,"4/4/2023 5:01",NA,NA,1966,9,16,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
486,5400,"Technology","Leo Koguan",68,"Singapore","Singapore","IT provider","Technology","United States",NA,TRUE,"D","M","2/15/1955 0:00","Koguan","Leo",NA,"4/4/2023 5:01",NA,NA,1955,2,15,114.41,0.6,"$372,062,527,489",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2133,1300,"Manufacturing","Wu Xiaoge",50,"China","Chengdu","Battery components","Manufacturing","China",NA,TRUE,"Split Family Fortune","F","11/1/1972 0:00","Wu","Xiaoge",NA,"4/4/2023 5:01",NA,NA,1972,11,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
352,6800,"Technology","Wang Laisheng",58,"China","Shenzhen","Electronics components","Technology","Hong Kong",NA,TRUE,"D","M","12/14/1964 0:00","Wang","Laisheng",NA,"4/4/2023 5:01",NA,NA,1964,12,14,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,"Real Estate","Zhang Keqiang",62,"China","Guangzhou","Real estate","Real Estate","China",NA,TRUE,"D","M","4/29/1960 0:00","Zhang","Keqiang",NA,"4/4/2023 5:01",NA,NA,1960,4,29,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
659,4200,"Technology","Michael Moritz",68,"United States","San Francisco","Venture capital","Technology","United States","Sequoia",TRUE,"D","M","9/12/1954 0:00","Moritz","Michael","Investor","4/4/2023 5:01","California","West",1954,9,12,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,"Manufacturing","Sofie Kirk Kristiansen",47,"Denmark","Billund","Lego","Manufacturing","Denmark",NA,FALSE,"D","F","1/1/1976 0:00","Kristiansen","Sofie Kirk",NA,"4/4/2023 5:01",NA,NA,1976,1,1,110.35,0.8,"$348,078,018,464",80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785
2020,1400,"Real Estate","Koh Wee Meng",59,"Singapore","Singapore","Real estate, hotels","Real Estate","Singapore",NA,TRUE,"U","M","7/1/1963 0:00","Koh","Wee Meng",NA,"4/4/2023 5:01",NA,NA,1963,7,1,114.41,0.6,"$372,062,527,489",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
106,16000,"Finance & Investments","Michael Platt",55,"Switzerland","Geneva","Hedge funds","Finance & Investments","United Kingdom","BlueCrest Capital Management",TRUE,"U","M","3/18/1968 0:00","Platt","Michael","Founder","4/4/2023 5:01",NA,NA,1968,3,18,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
497,5300,"Finance & Investments","Thomas Pritzker",72,"United States","Chicago","Hotels, investments","Finance & Investments","United States","Hyatt Hotels",FALSE,"U","M","6/6/1950 0:00","Pritzker","Thomas","Executive Chairman","4/4/2023 5:01","Illinois","Midwest",1950,6,6,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,"Manufacturing","Prachak Tangkaravakoon",79,"Thailand","Bangkok","Paints","Manufacturing","Thailand",NA,TRUE,"U","M","3/26/1944 0:00","Tangkaravakoon","Prachak",NA,"4/4/2023 5:01",NA,NA,1944,3,26,113.27,0.7,"$543,649,976,166",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
2405,1100,"Automotive","Tang Aoqi & family",77,"China","Changzhou","Auto parts","Automotive","China",NA,TRUE,"N","M","4/11/1945 0:00","Tang","Aoqi",NA,"4/4/2023 5:01",NA,NA,1945,4,11,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,"Manufacturing","Dieter Schnabel",77,"Germany","Hamburg","Chemicals","Manufacturing","Germany",NA,FALSE,"U","M","1/1/1946 0:00","Schnabel","Dieter",NA,"4/4/2023 5:01",NA,NA,1946,1,1,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
721,3900,"Finance & Investments","Tsai Hong-tu",70,"Taiwan","Taipei","Finance","Finance & Investments","Taiwan",NA,FALSE,"D","M","8/1/1952 0:00","Tsai","Hong-tu",NA,"4/4/2023 5:01",NA,NA,1952,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725,1700,"Fashion & Retail","Dragos Paval",56,"Romania","Bacau","Retail","Fashion & Retail","Romania",NA,TRUE,"U","M","6/22/1966 0:00","Paval","Dragos",NA,"4/4/2023 5:01",NA,NA,1966,6,22,123.78,3.8,"$250,077,444,017",49.4,85.2,75.4,14.6,20,19356544,45.943161,24.96676
949,3100,"Food & Beverage","Deng Wen",55,"China","Chengdu","Flavorings","Food & Beverage","China",NA,TRUE,"U","M","3/1/1968 0:00","Deng","Wen",NA,"4/4/2023 5:01",NA,NA,1968,3,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,"Manufacturing","Ulrike Meister",56,"Germany","Landsberg","Appliances","Manufacturing","Germany",NA,FALSE,"D","F","3/13/1967 0:00","Meister","Ulrike",NA,"4/4/2023 5:01",NA,NA,1967,3,13,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2540,1000,"Healthcare","Benedicte Find",68,"Denmark","Copenhagen","Medical devices","Healthcare","Denmark",NA,FALSE,"D","F","9/21/1954 0:00","Find","Benedicte",NA,"4/4/2023 5:01",NA,NA,1954,9,21,110.35,0.8,"$348,078,018,464",80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785
1905,1500,"Diversified","Spiro Latsis & family",76,"Switzerland","Geneva","Banking, shipping","Diversified","Greece",NA,FALSE,"R","M","8/15/1946 0:00","Latsis","Spiro",NA,"4/4/2023 5:01",NA,NA,1946,8,15,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
136,13200,"Automotive","Lu Xiangyang",60,"China","Guangzhou","Automobiles, batteries","Automotive","China",NA,TRUE,"D","M","12/28/1962 0:00","Lu","Xiangyang",NA,"4/4/2023 5:01",NA,NA,1962,12,28,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,"Diversified","Kwek Leng Beng",82,"Singapore","Singapore","Diversified","Diversified","Singapore",NA,FALSE,"U","M","1/1/1941 0:00","Kwek","Leng Beng",NA,"4/4/2023 5:01",NA,NA,1941,1,1,114.41,0.6,"$372,062,527,489",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
15,68000,"Food & Beverage","Zhong Shanshan",68,"China","Hangzhou","Beverages, pharmaceuticals","Food & Beverage","China",NA,TRUE,"U","M","12/1/1954 0:00","Zhong","Shanshan",NA,"4/4/2023 5:01",NA,NA,1954,12,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,"Healthcare","Mori Arkin",70,"Israel","Herzliya Pituach","Pharmaceuticals","Healthcare","Israel",NA,TRUE,"D","M","9/24/1952 0:00","Arkin","Mori",NA,"4/4/2023 5:01",NA,NA,1952,9,24,108.15,0.8,"$395,098,666,122",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
1312,2300,"Diversified","Filiz Sahenk",56,"Turkey","Istanbul","Diversified","Diversified","Turkey",NA,FALSE,"U","F","2/14/1967 0:00","Sahenk","Filiz",NA,"4/4/2023 5:01",NA,NA,1967,2,14,234.44,15.2,"$754,411,708,203",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1272,2400,"Manufacturing","Qiu Jianping & family",61,"China","Hangzhou","Hand tools","Manufacturing","China",NA,TRUE,"U","M","1/28/1962 0:00","Qiu","Jianping",NA,"4/4/2023 5:01",NA,NA,1962,1,28,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
905,3200,"Manufacturing","Liang Feng",54,"China","Shanghai","Manufacturing","Manufacturing","China",NA,TRUE,"D","M","11/22/1968 0:00","Liang","Feng",NA,"4/4/2023 5:01",NA,NA,1968,11,22,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,"Finance & Investments","Nancy Lerner",62,"United States","Cleveland","Banking, credit cards","Finance & Investments","United States",NA,FALSE,"E","F","5/11/1960 0:00","Lerner","Nancy",NA,"4/4/2023 5:01","Ohio","Midwest",1960,5,11,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
24,47200,"Diversified","Gautam Adani",60,"India","Ahmedabad","Infrastructure, commodities","Diversified","India",NA,TRUE,"D","M","6/24/1962 0:00","Adani","Gautam",NA,"4/4/2023 5:01",NA,NA,1962,6,24,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1516,2000,"Energy","Lin Fanlian",61,"China","Linyi","Energy, real estate","Energy","China",NA,TRUE,"D","M","6/1/1961 0:00","Lin","Fanlian",NA,"4/4/2023 5:01",NA,NA,1961,6,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
766,3700,"Fashion & Retail","Tom Morris",68,"United Kingdom","Merseyside","Retail","Fashion & Retail","United Kingdom",NA,TRUE,"U","M","10/2/1954 0:00","Morris","Tom",NA,"4/4/2023 5:01",NA,NA,1954,10,2,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
397,6400,"Finance & Investments","Luis Carlos Sarmiento",90,"Colombia","Bogota","Banking","Finance & Investments","Colombia",NA,TRUE,"D","M","1/27/1933 0:00","Sarmiento","Luis Carlos",NA,"4/4/2023 5:01",NA,NA,1933,1,27,140.95,3.5,"$323,802,808,108",55.3,114.5,77.1,14.4,71.2,50339443,4.570868,-74.297333
